type,amount,nameOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,361460.79,C136533160,C178151720,991487.78,1352948.57,1
PAYMENT,16791.69,C1817081049,M865863611,0.0,0.0,0
CASH_OUT,1191183.65,C2023614214,C1887453436,0.0,1191183.65,1
CASH_OUT,126268.33,C1402512838,C1401666116,269221.6,395489.93,0
TRANSFER,45807.51,C958487787,C218393296,0.0,0.0,1
CASH_OUT,311946.57,C2008023582,C1636194813,77884.58,292801.03,0
CASH_OUT,457188.5,C1526042788,C892783775,2338665.41,2795853.92,0
CASH_IN,341738.62,C52288871,C983116118,723468.11,381729.49,0
TRANSFER,182927.08,C273035023,C1377929083,0.0,0.0,1
CASH_IN,176177.96,C836697001,C447128207,104307.19,0.0,0
PAYMENT,11546.28,C747532876,M18378542,0.0,0.0,0
CASH_OUT,4602636.68,C684110102,C1700286607,0.0,4602636.68,1
PAYMENT,9694.75,C1917126348,M1043781136,0.0,0.0,0
CASH_OUT,2960.86,C1241508316,C1645420211,107607.36,110568.21,0
CASH_OUT,148952.65,C2035879154,C825363075,1548436.98,1697389.62,0
PAYMENT,2514.79,C340965276,M12216104,0.0,0.0,0
CASH_IN,78480.28,C1456802886,C745815006,448420.91,369940.62,0
CASH_IN,659148.92,C287445677,C567148251,1833904.0,1174755.08,0
CASH_OUT,2925859.58,C1546564200,C1313698236,148038.26,3073897.84,1
PAYMENT,1871.3,C1694930834,M163171521,0.0,0.0,0
CASH_OUT,55393.8,C1029646840,C1614000018,190553.32,245947.12,0
TRANSFER,7239986.95,C1855522502,C2122742965,0.0,0.0,1
CASH_IN,179971.86,C2972862,C651228830,234082.09,54110.23,0
CASH_OUT,339682.13,C786484425,C776919290,0.0,339682.13,1
TRANSFER,247998.74,C1082130759,C665754361,3933342.35,5466286.85,0
CASH_OUT,127921.63,C1668621214,C923097742,937196.54,1065118.17,0
PAYMENT,57698.8,C279687130,M2072781524,0.0,0.0,0
TRANSFER,755813.12,C1153451347,C450761826,0.0,0.0,1
TRANSFER,846589.73,C789938480,C1898428967,0.0,0.0,1
CASH_OUT,128893.5,C1064690652,C810812783,209908.87,338802.36,1
CASH_IN,175950.09,C1487175566,C795729636,965535.49,789585.4,0
CASH_OUT,135225.53,C1376092719,C495641626,1072737.71,1207963.24,0
CASH_IN,65380.96,C949127338,C1922721969,3092588.25,3027207.3,0
CASH_IN,300514.18,C137990887,C1402781032,371184.58,70670.4,0
CASH_IN,382094.54,C450768687,C1315624133,676094.05,293999.51,0
TRANSFER,1055.0,C666486325,C279565067,0.0,0.0,1
TRANSFER,28936.11,C1795352454,C1651836759,0.0,0.0,1
CASH_OUT,1158070.88,C475917062,C607981921,0.0,1158070.88,1
CASH_IN,144620.42,C1295879553,C1715414081,431824.35,287203.93,0
CASH_OUT,2662734.59,C813115168,C401825929,14165.62,2930405.33,1
TRANSFER,2571605.04,C991826252,C2045424554,0.0,0.0,1
CASH_IN,85041.08,C1603609789,C1112766373,31204.0,0.0,0
CASH_IN,188537.88,C736268453,C580964726,293407.36,104869.49,0
CASH_OUT,266500.17,C357561144,C1510471341,3148582.28,3415082.45,0
CASH_IN,187030.63,C1542721845,C1708070258,633969.5,446938.88,0
CASH_OUT,2463190.9,C201662264,C995043220,1200145.47,3663336.38,1
CASH_OUT,143275.81,C1571623448,C1655359478,6346481.09,6489756.9,1
CASH_OUT,5271.46,C1642527163,C1423205265,11605234.19,11610505.64,1
CASH_OUT,140333.35,C1201768390,C503175927,132894.81,273228.16,1
TRANSFER,2198220.97,C1393439924,C851338379,0.0,0.0,1
CASH_OUT,66643.99,C1532111392,C1540253595,26677.15,93321.15,1
CASH_OUT,684796.16,C1555882195,C644163395,2754453.54,3439249.7,1
PAYMENT,3439.62,C2051480001,M704610508,0.0,0.0,0
TRANSFER,105097.16,C41608153,C119014048,0.0,0.0,1
CASH_OUT,120424.66,C1419153373,C955210705,446807.87,567232.53,0
CASH_OUT,123168.43,C1158760427,C334570718,575426.68,698595.11,0
TRANSFER,50279.4,C260298539,C1861429530,0.0,0.0,1
CASH_OUT,10000000.0,C1507276112,C1441560807,633838.8,10633838.8,1
CASH_IN,377916.58,C21618270,C1534138109,868771.06,490854.48,0
CASH_IN,86944.84,C1519997385,C1963857906,1649414.89,1562470.06,0
TRANSFER,564699.59,C1524082386,C2033959349,0.0,0.0,1
TRANSFER,11199.1,C336057844,C1656761227,1329596.48,1340795.58,0
CASH_OUT,147652.56,C1143443164,C73512062,646466.96,794119.52,0
CASH_OUT,506538.19,C928219485,C1224070356,581002.2,1087540.39,0
TRANSFER,827859.01,C2043530051,C167070759,197433.49,1262060.7,0
CASH_OUT,162238.41,C2071565841,C2101973923,214757.81,376996.22,0
PAYMENT,25155.08,C1678704034,M2133245485,0.0,0.0,0
CASH_OUT,126989.41,C22294863,C1035093585,483324.14,610313.55,0
PAYMENT,10328.18,C1943470256,M358455748,0.0,0.0,0
TRANSFER,915266.65,C1936471789,C844650878,0.0,0.0,1
TRANSFER,435166.65,C1897851214,C1118636317,0.0,0.0,1
TRANSFER,333082.71,C1332702654,C858197889,0.0,0.0,1
CASH_OUT,418894.34,C1528266815,C1528299140,751107.16,1170001.49,0
CASH_OUT,10000000.0,C896022572,C1741236640,0.0,10000000.0,1
CASH_OUT,126265.58,C1860946494,C2127584278,231147.61,357413.2,0
PAYMENT,5875.22,C892857056,M1722103084,0.0,0.0,0
CASH_IN,80159.22,C1831970638,C1666038627,340636.87,260477.66,0
TRANSFER,1322277.84,C1670593881,C782761393,0.0,0.0,1
PAYMENT,16111.76,C49116156,M1547538475,0.0,0.0,0
CASH_OUT,75607.09,C506220215,C929290836,748271.34,823878.43,0
CASH_OUT,19226.25,C2130173515,C1264209653,0.0,19226.25,1
TRANSFER,9097679.75,C413853456,C949247454,0.0,0.0,1
TRANSFER,10000000.0,C1989519123,C196714546,0.0,0.0,1
PAYMENT,2776.67,C1217693910,M1174668995,0.0,0.0,0
TRANSFER,494244.61,C1529468267,C1924171481,0.0,0.0,1
TRANSFER,59835.0,C1568400442,C1262169546,0.0,0.0,1
PAYMENT,4410.16,C147930413,M118962193,0.0,0.0,0
CASH_OUT,44943.79,C255482674,C429719173,0.0,44943.79,0
CASH_OUT,112599.51,C1331305863,C2073218996,242042.21,354641.72,0
PAYMENT,1144.97,C145304886,M1106247415,0.0,0.0,0
TRANSFER,125466.03,C129696004,C411045190,416078.81,541544.83,0
TRANSFER,9208368.83,C1256410677,C1153188048,0.0,0.0,1
CASH_OUT,160065.05,C1809466362,C393106626,923218.7,1630931.35,0
CASH_IN,53363.24,C1764382066,C378465989,172941.57,119578.33,0
TRANSFER,660746.19,C1587691701,C437134310,0.0,0.0,1
CASH_IN,36531.35,C1809180419,C377734662,845805.77,809274.43,0
PAYMENT,3663.89,C1324521216,M217819162,0.0,0.0,0
CASH_OUT,138714.35,C1697971032,C498786893,1535591.32,1674305.68,0
CASH_OUT,561374.78,C442133026,C952759841,5726683.53,6288058.31,1
CASH_IN,132733.63,C994035086,C1760697944,42183.66,0.0,0
CASH_OUT,590229.26,C1286314834,C333643988,236890.65,827119.91,1
PAYMENT,26514.71,C486150539,M240773831,0.0,0.0,0
CASH_OUT,388666.33,C779545350,C1011797943,0.0,388666.33,0
TRANSFER,66066.73,C1980530073,C1685608858,0.0,0.0,1
CASH_OUT,173641.41,C2068500616,C1039935737,13559846.07,13733487.48,0
CASH_IN,130739.01,C205067451,C316625788,11970303.95,11839564.94,0
TRANSFER,7748802.0,C149785547,C733601841,0.0,0.0,1
CASH_IN,101426.79,C1278809669,C2031672879,332049.21,230622.42,0
TRANSFER,51416.07,C1275321415,C1417015196,0.0,0.0,1
CASH_IN,269938.46,C604419472,C525141182,4007956.86,3738018.4,0
CASH_OUT,127916.67,C442707835,C473607124,1520726.85,1648643.52,1
PAYMENT,7684.81,C1007242457,M2129069669,0.0,0.0,0
TRANSFER,322907.65,C400148370,C137110286,240976.2,563883.85,0
CASH_OUT,100109.03,C91676568,C307821944,0.0,100109.03,1
PAYMENT,3627.0,C944156126,M596922664,0.0,0.0,0
PAYMENT,27086.44,C944290752,M1172172433,0.0,0.0,0
CASH_OUT,92641.52,C51780378,C153727053,899062.84,991704.37,1
CASH_IN,70374.1,C804615898,C1778923616,1620778.48,1550404.38,0
TRANSFER,5039827.29,C60530886,C1454703841,0.0,0.0,1
TRANSFER,5674547.89,C992223106,C1366804249,0.0,0.0,1
PAYMENT,13051.86,C535421973,M992061976,0.0,0.0,0
CASH_IN,12697.15,C77136100,C1334195130,0.0,0.0,0
CASH_OUT,1270564.34,C1805103048,C1167029703,0.0,1270564.34,1
PAYMENT,2050.1,C398566212,M680113325,0.0,0.0,0
PAYMENT,14824.75,C51876400,M1461331607,0.0,0.0,0
CASH_OUT,1025082.07,C152367037,C451693209,1430070.2,2455152.27,1
TRANSFER,128718.59,C1410879349,C1386809119,0.0,0.0,1
CASH_IN,218793.98,C1182429556,C1152034137,1458303.99,1239510.01,0
CASH_IN,44582.43,C1602846748,C949122578,198251.53,153669.1,0
TRANSFER,152090.15,C1393483392,C1522607,191263.2,343353.36,0
CASH_OUT,436202.67,C815708167,C263272745,0.0,436202.67,0
PAYMENT,9324.63,C214472437,M147377913,0.0,0.0,0
PAYMENT,6083.3,C1913254108,M413076375,0.0,0.0,0
TRANSFER,682973.63,C337443993,C303529489,1247928.82,1930902.44,0
CASH_IN,190783.72,C1449330430,C853883445,2362337.18,2171553.46,0
TRANSFER,5715004.3,C958168241,C1700925232,0.0,0.0,1
PAYMENT,6153.15,C271796064,M805181662,0.0,0.0,0
TRANSFER,82764.07,C1547608919,C165280484,0.0,0.0,1
PAYMENT,2220.65,C214702911,M222993490,0.0,0.0,0
TRANSFER,119392.88,C1420448465,C704246660,278180.1,397572.99,0
CASH_OUT,4078.46,C921976518,C234256494,1562477.59,1566556.05,0
CASH_OUT,80616.73,C2046811514,C1541382293,2020431.5,2101048.24,0
PAYMENT,1107.97,C409171316,M493382856,0.0,0.0,0
CASH_IN,117066.02,C1557883955,C1495817247,1501633.48,1384567.46,0
PAYMENT,30718.64,C1771042060,M920904141,0.0,0.0,0
TRANSFER,2019508.99,C891657273,C862850216,0.0,0.0,1
CASH_OUT,296940.32,C1122268687,C349781301,1278235.25,1575175.57,1
CASH_OUT,191684.9,C1725847489,C700307443,0.0,191684.9,0
PAYMENT,3293.4,C238797527,M1379252219,0.0,0.0,0
CASH_IN,86558.2,C1152090450,C97858915,0.0,0.0,0
TRANSFER,417217.89,C2118315952,C1765086127,0.0,0.0,1
CASH_IN,43249.4,C1742958030,C497877325,550709.0,507459.6,0
CASH_OUT,203129.11,C1778159759,C658811646,111709.08,314838.19,0
CASH_OUT,121463.88,C1014526675,C109097564,0.0,121463.88,0
TRANSFER,75480.15,C1749493036,C1609209169,0.0,0.0,1
CASH_OUT,260.19,C1290458752,C458564537,0.0,260.19,0
CASH_OUT,106165.14,C129985533,C251872960,31029.87,137195.01,0
PAYMENT,14151.93,C1719787562,M1516386631,0.0,0.0,0
CASH_IN,296571.28,C1266738384,C1438720813,2044266.66,1747695.38,0
CASH_OUT,74757.95,C710776685,C1143358004,312394.43,387152.38,0
CASH_OUT,61178.51,C216625470,C1897901588,238787.35,299965.86,1
CASH_IN,74616.35,C1653011593,C1180260341,1843952.1,2088350.32,0
PAYMENT,9072.21,C1439308629,M1302450367,0.0,0.0,0
TRANSFER,1722892.9,C538400340,C1674262851,0.0,0.0,1
CASH_IN,36811.9,C375869385,C882933705,248108.51,211296.61,0
CASH_OUT,476321.8,C563555461,C1283170862,0.0,476321.8,1
CASH_OUT,606501.57,C1911204207,C1641192093,123759.67,730261.24,1
CASH_IN,184740.65,C325260870,C1193408103,209608.69,24868.03,0
PAYMENT,3064.8,C1221020250,M1472260092,0.0,0.0,0
TRANSFER,10000000.0,C1179529142,C2073831661,0.0,0.0,1
PAYMENT,13766.9,C965146718,M906045878,0.0,0.0,0
PAYMENT,52568.36,C627386981,M1462444989,0.0,0.0,0
PAYMENT,12223.78,C123137423,M1400108971,0.0,0.0,0
TRANSFER,4135944.29,C1964768315,C205094205,0.0,0.0,1
CASH_OUT,66401.59,C1940546856,C969409298,1092620.56,1223576.7,0
CASH_OUT,15720.78,C1847576788,C908119750,959390.7,975111.48,0
TRANSFER,248242.32,C1026095459,C1060066770,0.0,0.0,1
CASH_OUT,162380.83,C1801297107,C1472043044,3125977.54,3288358.37,0
TRANSFER,4640633.37,C180932654,C1673286866,0.0,0.0,1
CASH_OUT,144255.51,C1010920790,C1866226652,1024201.22,1168456.73,0
TRANSFER,3486005.08,C1582000733,C1395248561,0.0,0.0,1
TRANSFER,597963.72,C518917823,C580792838,80417770.59,81015734.3,0
CASH_OUT,254017.28,C725287047,C1176909360,1077136.36,1331153.64,0
PAYMENT,1200.56,C1648706296,M1904114865,0.0,0.0,0
TRANSFER,964876.58,C1995588993,C1782972951,0.0,0.0,1
CASH_OUT,124465.49,C293831245,C100500839,0.0,124465.49,1
TRANSFER,3244067.13,C2080670113,C1564547651,0.0,0.0,1
PAYMENT,7067.5,C745764688,M992170657,0.0,0.0,0
PAYMENT,14016.73,C475414782,M311395145,0.0,0.0,0
CASH_OUT,963966.56,C164247053,C5335612,0.0,963966.56,1
CASH_OUT,21174.45,C1739548854,C240278716,31409.08,52583.53,1
CASH_OUT,813992.49,C990823587,C1506986844,24794625.2,25608617.69,1
PAYMENT,14891.74,C1477343939,M1252017825,0.0,0.0,0
PAYMENT,2242.32,C398049139,M948678679,0.0,0.0,0
PAYMENT,30961.48,C1050035462,M986544763,0.0,0.0,0
PAYMENT,19917.56,C678170750,M267622508,0.0,0.0,0
CASH_OUT,416772.36,C979201452,C191392017,2387639.39,2804411.75,0
CASH_OUT,582857.04,C1062534529,C1964692541,556300.34,1139157.38,0
TRANSFER,1158373.23,C1874090524,C152963065,0.0,0.0,1
PAYMENT,12848.89,C1822655395,M1852411543,0.0,0.0,0
CASH_IN,104903.83,C1219742202,C179337004,884673.15,779769.32,0
CASH_OUT,100904.85,C2032955186,C967410839,276105.54,377010.38,0
PAYMENT,5082.61,C1198336962,M1964422197,0.0,0.0,0
PAYMENT,1622.86,C1828192816,M975608445,0.0,0.0,0
TRANSFER,147171.3,C299814057,C1248568402,0.0,0.0,1
TRANSFER,1693962.01,C279016627,C234112724,0.0,0.0,1
CASH_OUT,218164.56,C1827432917,C123981426,264296.79,482461.34,0
TRANSFER,2710404.78,C1045892195,C302996386,3409171.38,6119576.16,0
CASH_OUT,1388951.5,C1476504573,C598780092,459273.45,1848224.95,1
CASH_OUT,886588.02,C700848378,C1731783280,0.0,886588.02,1
PAYMENT,12639.58,C340547022,M821426574,0.0,0.0,0
TRANSFER,59385.67,C1275373422,C1704707395,0.0,0.0,1
TRANSFER,185529.91,C1426277806,C753666064,0.0,0.0,1
CASH_IN,35203.0,C467326121,C1020177086,252543.93,217340.93,0
CASH_OUT,29551.23,C1070584425,C1231216271,10050202.61,10079753.84,0
CASH_IN,131030.94,C116978358,C2075059535,534288.27,403257.33,0
CASH_OUT,212028.15,C1792802617,C350073748,3708381.73,3920409.88,1
DEBIT,2856.66,C1525653881,C759314698,165328.19,168184.85,0
TRANSFER,1275236.3,C1608267319,C584314061,0.0,0.0,1
CASH_OUT,337448.05,C1346382524,C1127532814,846262.08,1183710.14,0
CASH_OUT,219754.03,C1317166426,C60245143,0.0,219754.03,0
CASH_OUT,124976.39,C587458018,C588557203,10389.0,266173.93,0
CASH_OUT,351805.91,C1633516046,C369830534,116924.83,468730.74,0
CASH_OUT,248056.41,C1055229266,C1689170857,0.0,201427.47,1
TRANSFER,667257.72,C275419621,C771768546,0.0,0.0,1
CASH_OUT,121461.66,C8873870,C68143111,312002.98,433464.64,0
TRANSFER,799123.57,C101371414,C1835954982,0.0,0.0,1
CASH_IN,49224.72,C1233197762,C794953514,1940136.58,1890911.87,0
CASH_OUT,9460.62,C1180072869,C1639707416,884954.32,894414.94,0
CASH_OUT,230250.9,C1420439499,C2132401808,137484.74,367735.65,0
CASH_OUT,191584.18,C1046274574,C893193802,2349090.79,2540674.97,0
CASH_OUT,173713.25,C269044577,C1358022837,3268744.64,3442457.89,0
PAYMENT,22290.85,C498633211,M1448142322,0.0,0.0,0
PAYMENT,15916.48,C730379593,M342808207,0.0,0.0,0
CASH_OUT,85554.78,C418107336,C2095828917,0.0,85554.78,0
CASH_IN,36548.95,C1534400404,C1400202898,138275.0,101726.05,0
CASH_OUT,122759.05,C1853873750,C717088443,0.0,122759.05,0
CASH_OUT,72382.97,C1908433335,C1888278456,1801945.41,1874328.39,0
CASH_OUT,35759.12,C2078657417,C242153254,528553.38,564312.49,1
TRANSFER,1668309.61,C379598677,C1386897143,1313235.26,2981544.88,0
CASH_OUT,143136.07,C490408898,C1586670553,1854032.83,1997168.9,0
CASH_IN,252030.07,C1992184431,C459983571,1407357.67,1155327.59,0
TRANSFER,3845765.36,C196788126,C1000407130,0.0,0.0,1
CASH_OUT,2540410.33,C1229867171,C985114937,0.0,2301330.2,1
PAYMENT,12147.95,C895920903,M1309054238,0.0,0.0,0
PAYMENT,47134.05,C267477229,M1022478375,0.0,0.0,0
CASH_OUT,10000000.0,C844374854,C141316671,13009399.24,23009399.24,1
PAYMENT,8625.21,C111132952,M1423541458,0.0,0.0,0
CASH_OUT,107432.8,C760273838,C979424752,3718139.37,3825572.18,0
CASH_OUT,21741.36,C996937120,C2092944197,1291168.87,1312910.22,1
CASH_OUT,344673.46,C87393659,C1571788325,0.0,344673.46,1
CASH_OUT,159844.86,C1703596377,C1990348608,6399857.43,6559702.29,0
CASH_IN,158225.68,C1286510871,C1263738407,4298283.1,4140057.42,0
CASH_IN,51652.92,C86693091,C2117363531,463803.21,412150.29,0
TRANSFER,1861008.32,C1990303942,C1308678191,0.0,0.0,1
CASH_OUT,1028486.59,C951701114,C1839908342,1268932.19,2297418.78,1
TRANSFER,1367340.03,C453950944,C1875884022,0.0,0.0,1
CASH_OUT,231504.04,C1905947205,C499222537,244459.1,475963.15,0
CASH_OUT,12278.0,C1750457298,C256019432,853058.02,865336.02,1
TRANSFER,161804.68,C2086074232,C1381867054,0.0,0.0,1
TRANSFER,884294.37,C894751382,C1072335823,907884.42,2016865.54,0
PAYMENT,2606.8,C267785252,M2067440219,0.0,0.0,0
CASH_OUT,115584.1,C178102724,C657810173,257243.4,372827.5,0
TRANSFER,46072.33,C1599191169,C1035155877,0.0,0.0,1
CASH_OUT,78741.64,C1993214834,C1402138462,48628.52,127370.16,1
CASH_OUT,372114.87,C423763694,C1890611861,290579.05,662693.92,0
CASH_IN,98013.05,C673902878,C2030211889,2893899.81,2795886.76,0
CASH_IN,124360.23,C1393822786,C248271098,857460.71,733100.48,0
TRANSFER,564726.19,C1097826228,C1656364627,165737.74,730463.93,0
TRANSFER,120385.1,C1649474651,C31115617,0.0,0.0,1
TRANSFER,43071.62,C1047530413,C665289555,0.0,0.0,1
CASH_OUT,4677358.76,C171367749,C725544013,0.0,4677358.76,1
CASH_OUT,386996.34,C1461649383,C798055687,512943.11,899939.45,1
CASH_OUT,7068115.67,C884592153,C2111326031,147582.41,7215698.08,1
TRANSFER,21741.36,C522310977,C11945612,0.0,0.0,1
CASH_OUT,2815.61,C1729215544,C1583247514,64348.28,67163.9,1
CASH_IN,41146.1,C543032482,C1583935419,621454.77,580308.67,0
CASH_IN,69043.02,C1244757356,C955368922,525138.95,456095.92,0
CASH_OUT,365069.45,C1359467526,C142819942,1033912.43,1398981.88,1
TRANSFER,1342545.7,C752748824,C1212538053,4233266.95,5535774.61,0
CASH_IN,87177.42,C638103605,C1564429090,901639.1,814461.68,0
CASH_OUT,240427.17,C1541669030,C235660797,41255.61,281682.78,1
CASH_OUT,158245.65,C377182011,C418687404,474628.91,632874.55,1
CASH_OUT,374785.83,C936781848,C635535700,1091345.2,1466131.04,0
TRANSFER,669627.43,C1357770570,C1491918880,0.0,0.0,1
TRANSFER,132973.41,C1231621270,C463737708,0.0,0.0,1
CASH_IN,51805.62,C655200807,C1516991354,979240.05,927434.43,0
CASH_OUT,159138.24,C969899865,C471608056,3861236.81,4020375.05,0
PAYMENT,4212.26,C1375052067,M11667643,0.0,0.0,0
CASH_IN,302251.43,C907696091,C357395406,25548.35,0.0,0
CASH_OUT,333432.89,C1292964676,C1880076125,409576.1,743008.99,0
PAYMENT,27963.91,C1501774481,M2055150165,0.0,0.0,0
CASH_OUT,203261.62,C918759476,C783602068,1573849.31,1777110.93,0
PAYMENT,3536.05,C1754736774,M235271013,0.0,0.0,0
CASH_IN,168235.62,C1628704453,C890539934,1067437.49,899201.87,0
CASH_IN,160904.18,C374105464,C1062943826,1552575.48,1391671.3,0
TRANSFER,1323909.85,C174356762,C1545375198,0.0,0.0,1
CASH_OUT,272187.2,C1661574690,C1460474682,0.0,272187.2,1
TRANSFER,266766.78,C2105673103,C98079296,0.0,0.0,1
CASH_OUT,1138384.29,C254541375,C135531312,0.0,1138384.29,1
PAYMENT,19585.84,C404008644,M1365048817,0.0,0.0,0
CASH_OUT,28636.24,C1938848302,C1653587362,24561.4,53197.64,1
CASH_OUT,43628.22,C184865269,C1316587095,0.0,43628.22,0
CASH_IN,67007.13,C1739347700,C390678542,47920902.28,47853895.16,0
CASH_OUT,378789.52,C1106866211,C850758425,1638722.83,2017512.36,0
CASH_OUT,5464727.14,C250061568,C1463443911,9012.39,5473739.54,1
TRANSFER,6188772.44,C979937832,C1787596520,0.0,0.0,1
CASH_OUT,95064.86,C1633870313,C623604516,261235.49,356300.35,1
CASH_OUT,331729.06,C1734852637,C537407577,203752.53,535481.59,1
TRANSFER,158279.4,C2088071095,C2038364008,0.0,0.0,1
CASH_OUT,32344.59,C1215522633,C1825207228,218807.09,251151.68,0
TRANSFER,621034.85,C1846853736,C1061343039,0.0,0.0,1
CASH_OUT,370382.39,C1303980917,C1857425198,601219.23,971601.62,1
CASH_IN,5715.53,C604192403,C1019795882,59163.91,53448.38,0
CASH_OUT,2480321.85,C1159822355,C402103077,42477.24,2522799.09,1
PAYMENT,6704.12,C1913253977,M232475006,0.0,0.0,0
TRANSFER,10000000.0,C1316917876,C542451019,21246968.64,46894346.82,0
CASH_OUT,157137.97,C860207877,C792885931,3163298.04,3320436.01,1
PAYMENT,3766.03,C2011397860,M127931579,0.0,0.0,0
TRANSFER,117788.06,C2123891220,C1680896452,0.0,117788.06,0
TRANSFER,1069508.42,C1582972194,C284364603,0.0,0.0,1
CASH_OUT,127226.22,C1174041669,C510785894,0.0,127226.22,0
CASH_OUT,296383.7,C198412971,C1236625157,1723732.73,2020116.43,0
TRANSFER,429359.76,C567545309,C741413300,0.0,0.0,1
CASH_IN,188056.15,C318977250,C556036454,225903.78,37847.63,0
CASH_OUT,1005346.72,C845487324,C1150675695,227.11,1005573.83,1
CASH_OUT,121526.46,C868862377,C2037202560,5793.16,127319.62,0
CASH_OUT,37693.96,C317085037,C162003564,264495.84,302189.81,0
TRANSFER,31945.44,C432306592,C1736640771,0.0,0.0,1
PAYMENT,12321.53,C1235070815,M674728710,0.0,0.0,0
CASH_OUT,188881.92,C299478197,C9142450,728808.36,917690.29,0
CASH_IN,238386.2,C301751411,C975205833,358583.06,120196.86,0
PAYMENT,28137.61,C1963335735,M525861118,0.0,0.0,0
TRANSFER,1858515.57,C1530003925,C1195646619,0.0,0.0,1
TRANSFER,422648.87,C404384076,C1947044006,0.0,0.0,1
CASH_OUT,4445514.2,C812001868,C126759793,910628.33,5356142.53,1
TRANSFER,10880.26,C132837208,C457634395,0.0,0.0,1
CASH_OUT,1049586.54,C2136497575,C1080081723,8366.77,1057953.31,1
TRANSFER,594471.04,C1886207550,C1120946694,0.0,0.0,1
CASH_OUT,244865.21,C1222058386,C1883385644,0.0,244865.21,0
PAYMENT,25232.99,C1515847131,M2105701371,0.0,0.0,0
TRANSFER,362837.15,C691233312,C834545584,0.0,0.0,1
CASH_OUT,1072345.79,C1155543640,C867904898,0.0,1072345.79,1
CASH_OUT,934590.45,C383644087,C628228012,981576.29,1916166.73,1
CASH_IN,354768.34,C209012772,C1686623004,2004344.91,1649576.57,0
PAYMENT,23747.15,C713100242,M331288128,0.0,0.0,0
TRANSFER,341956.42,C1806925834,C814150801,0.0,0.0,1
CASH_OUT,88081.0,C111953774,C1310824220,329686.55,417767.56,0
TRANSFER,274112.17,C1161907010,C2083641149,370953.08,645065.25,0
TRANSFER,6515.64,C1051682068,C2134026296,0.0,0.0,1
CASH_OUT,78886.98,C18639596,C1052764346,85072.0,163958.98,0
CASH_IN,223305.45,C2006356303,C1104558865,270261.67,46956.22,0
TRANSFER,5021186.54,C1848562108,C1803198527,0.0,0.0,1
PAYMENT,8715.73,C1134720931,M1498730292,0.0,0.0,0
CASH_OUT,116859.28,C664486259,C804169011,941192.04,1058051.32,0
CASH_OUT,361559.69,C684758020,C1769042905,504667.31,189441.24,1
TRANSFER,82971.91,C1603043156,C898953864,0.0,0.0,1
PAYMENT,2609.66,C969387376,M1443179408,0.0,0.0,0
TRANSFER,82750.0,C1893124712,C199658774,0.0,0.0,1
CASH_OUT,4212682.84,C1612893678,C1786445505,9728.68,4222411.52,1
CASH_OUT,2468740.94,C718874269,C230952140,0.0,2468740.94,1
CASH_OUT,3452538.75,C747295947,C2039362232,2350433.08,5802971.83,1
CASH_OUT,43304.23,C1419608527,C1866408768,6018658.21,6061962.43,0
CASH_IN,32622.85,C821774815,C1878619534,2752237.72,2719614.87,0
PAYMENT,10990.63,C105666754,M55700519,0.0,0.0,0
TRANSFER,543424.5,C217129216,C78324834,756795.42,1378749.23,0
CASH_IN,270131.29,C713377065,C1757252775,8197421.25,7927289.96,0
DEBIT,4623.42,C800223205,C176207566,284768.88,289392.3,0
CASH_OUT,3054359.4,C1436575323,C832267581,1537363.06,4591722.45,1
CASH_OUT,18042.11,C473271936,C356431385,135951.5,153993.61,1
PAYMENT,161.02,C452938354,M1719186237,0.0,0.0,0
CASH_OUT,229947.06,C495405979,C1471604985,285730.04,515677.1,0
CASH_OUT,1856.2,C1141503290,C27050513,465403.68,467259.88,0
PAYMENT,871.37,C113958941,M970084091,0.0,0.0,0
CASH_OUT,2026529.56,C354227932,C467042735,511526.05,2538055.62,1
PAYMENT,38093.66,C1842744164,M1250289199,0.0,0.0,0
PAYMENT,7383.39,C1706452223,M181322285,0.0,0.0,0
CASH_OUT,159106.12,C136426142,C323730843,0.0,159106.12,1
TRANSFER,6910926.92,C119613068,C947645496,0.0,0.0,1
CASH_OUT,30041.51,C135429115,C1029241334,436713.76,466755.27,0
TRANSFER,251118.04,C1837848776,C119259664,0.0,0.0,1
CASH_OUT,354441.19,C633069844,C1718989078,452296.45,806737.65,1
CASH_OUT,142703.64,C1906186830,C1637402359,999449.44,1142153.08,0
CASH_OUT,220037.23,C891725545,C72727359,461989.45,682026.67,0
CASH_OUT,52689.13,C2024128077,C221905096,160085.29,212774.42,1
TRANSFER,12804.74,C1711121415,C27575040,0.0,0.0,1
TRANSFER,375473.95,C353401426,C840635445,1203595.54,1579069.49,0
PAYMENT,24812.35,C208983836,M1262712553,0.0,0.0,0
CASH_OUT,10000000.0,C430326245,C264263365,0.0,10000000.0,1
CASH_OUT,442312.52,C1436371410,C228432556,107851.99,550164.51,0
CASH_OUT,376613.94,C545912887,C1484985654,12068979.63,12445593.57,0
CASH_OUT,279518.48,C64996555,C766281798,128932.33,408450.81,0
TRANSFER,113360.8,C468244226,C410972619,0.0,0.0,1
PAYMENT,3878.36,C85469058,M732950383,0.0,0.0,0
CASH_IN,42974.29,C1113281140,C738925838,195819.35,152845.06,0
CASH_OUT,285136.16,C1430616890,C1612961687,4811263.41,5096399.57,0
CASH_OUT,211168.24,C1825725105,C709253928,0.0,211168.24,0
